tower_number,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,Birth_Year,Age,Cluster,Buyer_Segment
5,0,45,608.89,190719.01,0,1,0,9,8,0,5.0,0,1,1951.0,75.0,0,Senior Home Buyers
5,1,46,1272.95,425609.69,0,1,1,9,8,0,4.0,1,2,1987.0,39.0,3,Young Buyers
5,0,46,1272.95,379974.43,0,1,1,9,8,0,3.0,0,2,1969.0,57.0,1,High-Value Investors
5,0,46,1272.95,362373.17,0,1,0,2,0,1,4.0,1,0,1959.0,67.0,0,Senior Home Buyers
5,0,47,1241.14,389944.98,0,1,0,9,8,0,3.0,0,2,1952.0,74.0,0,Senior Home Buyers
5,0,47,1241.14,366304.94,0,1,1,9,48,0,4.0,0,2,1997.0,29.0,3,Young Buyers
6,0,1,1720.95,560677.96,0,1,1,9,25,0,2.0,0,0,1965.0,61.0,1,High-Value Investors
6,0,3,605.21,203789.3,0,1,1,9,8,0,2.0,1,2,1954.0,72.0,0,Senior Home Buyers
6,0,4,1925.28,661640.07,0,1,1,6,33,1,5.0,0,0,1964.0,62.0,1,High-Value Investors
6,0,4,1925.28,675765.41,0,1,0,9,11,0,2.0,0,2,1958.0,68.0,1,High-Value Investors
6,0,5,1617.43,498957.88,0,1,1,9,8,0,4.0,1,2,1943.0,83.0,1,High-Value Investors
6,0,6,951.22,251909.19,0,1,1,9,25,0,1.0,0,0,1997.0,29.0,3,Young Buyers
6,0,6,951.22,290766.8,0,1,1,5,4,0,1.0,1,2,1953.0,73.0,0,Senior Home Buyers
6,0,9,1194.12,359774.82,0,1,0,9,47,0,4.0,0,0,1978.0,48.0,3,Young Buyers
6,0,11,1719.85,534355.36,0,1,1,2,22,0,4.0,0,2,1972.0,54.0,1,High-Value Investors
6,1,12,1678.17,515231.68,0,1,1,9,8,0,2.0,0,0,1980.0,46.0,1,High-Value Investors
6,0,12,1678.17,430423.76,0,1,0,0,26,0,1.0,0,2,1963.0,63.0,1,High-Value Investors
6,0,13,581.47,200926.35,0,1,0,9,8,1,3.0,1,1,1958.0,68.0,0,Senior Home Buyers
6,0,14,1890.0,598612.25,0,1,1,9,1,1,2.0,0,0,1969.0,57.0,1,High-Value Investors
6,1,15,1392.45,453250.7,0,1,1,1,52,1,2.0,1,0,1946.0,80.0,1,High-Value Investors
6,0,19,1542.71,384958.51,0,1,0,9,8,1,2.0,1,2,1955.0,71.0,1,High-Value Investors
6,1,24,1159.75,365063.85,0,1,0,9,1,0,3.0,0,2,1959.0,67.0,0,Senior Home Buyers
6,0,33,1131.0,371174.41,0,1,0,9,8,0,2.0,0,2,1970.0,56.0,0,Senior Home Buyers
6,0,34,1353.81,306734.4,0,1,1,9,8,0,2.0,0,2,1960.0,66.0,0,Senior Home Buyers
6,0,36,463.91,150110.49,0,1,0,9,14,1,3.0,0,0,1980.0,46.0,3,Young Buyers
6,0,43,1492.81,554882.17,0,1,1,9,25,0,5.0,0,0,1950.0,76.0,1,High-Value Investors
6,0,51,1476.63,529520.87,0,1,0,9,11,0,2.0,1,2,1987.0,39.0,1,High-Value Investors
7,0,3,888.5,278826.18,0,1,0,9,50,1,1.0,0,2,1999.0,27.0,3,Young Buyers
7,0,5,1144.09,333120.5,0,1,0,9,53,1,5.0,1,1,1991.0,35.0,3,Young Buyers
7,0,10,1495.37,499413.56,0,1,0,9,25,0,4.0,1,0,1945.0,81.0,1,High-Value Investors
7,0,16,1239.87,397500.69,0,1,1,9,37,0,5.0,0,2,1985.0,41.0,3,Young Buyers
7,0,23,1222.69,437259.52,0,1,1,9,8,1,3.0,1,0,1971.0,55.0,1,High-Value Investors
7,0,25,573.8,203707.73,0,1,1,9,8,0,4.0,1,0,1960.0,66.0,0,Senior Home Buyers
7,1,27,768.05,224288.36,0,1,1,9,8,0,3.0,0,0,1999.0,27.0,3,Young Buyers
7,0,29,441.65,114846.15,0,0,0,9,8,0,3.0,0,0,1977.0,49.0,2,Corporate Buyers
7,0,34,1487.05,445823.13,0,1,0,9,8,0,3.0,0,0,1970.0,56.0,1,High-Value Investors
7,0,36,1748.75,478202.61,0,1,1,8,31,1,3.0,0,2,1953.0,73.0,1,High-Value Investors
7,0,41,1093.92,319520.07,0,1,0,9,8,0,3.0,1,2,1968.0,58.0,0,Senior Home Buyers
7,0,42,702.08,198825.02,0,1,0,0,49,0,5.0,1,0,1994.0,32.0,3,Young Buyers
7,0,43,498.61,149009.47,0,0,0,9,8,0,2.0,0,0,1963.0,63.0,2,Corporate Buyers
7,0,44,1859.83,419927.79,0,1,1,9,8,0,3.0,0,2,1966.0,60.0,1,High-Value Investors
7,0,55,601.23,185349.98,0,1,1,7,32,1,3.0,1,2,1985.0,41.0,3,Young Buyers
7,0,55,601.23,153965.78,0,1,0,9,8,1,3.0,1,0,1963.0,63.0,0,Senior Home Buyers
7,0,55,601.23,160509.63,0,1,1,5,17,1,5.0,1,2,1975.0,51.0,3,Young Buyers
7,0,56,1589.6,461908.57,0,1,0,9,8,1,1.0,1,0,1960.0,66.0,1,High-Value Investors
7,0,58,1629.83,512459.69,0,0,1,9,8,1,5.0,0,0,1975.0,51.0,2,Corporate Buyers
8,0,3,1736.05,515896.71,0,1,1,9,8,1,5.0,1,2,1947.0,79.0,1,High-Value Investors
8,0,5,887.23,245299.94,0,1,0,9,47,0,4.0,0,0,1945.0,81.0,0,Senior Home Buyers
8,0,9,1869.81,590633.76,0,1,0,9,11,1,5.0,1,2,1975.0,51.0,1,High-Value Investors
8,0,10,737.92,196686.19,0,1,1,9,8,0,5.0,0,1,1982.0,44.0,3,Young Buyers
8,0,15,534.85,146835.08,0,0,1,1,13,0,1.0,0,2,1967.0,59.0,2,Corporate Buyers
8,0,21,1501.64,448702.07,0,1,0,9,1,0,4.0,1,2,1947.0,79.0,1,High-Value Investors
8,0,26,1625.38,526678.44,0,1,1,9,1,0,5.0,0,0,1996.0,30.0,1,High-Value Investors
8,0,28,1431.61,386241.87,0,1,0,9,37,1,5.0,1,2,1976.0,50.0,1,High-Value Investors
8,0,28,1431.61,452279.2,0,1,0,9,25,0,2.0,0,2,1991.0,35.0,3,Young Buyers
8,1,30,1070.46,380050.07,0,1,1,9,25,1,2.0,0,2,1953.0,73.0,0,Senior Home Buyers
8,1,31,1253.18,399671.51,0,1,1,9,8,1,4.0,0,2,1941.0,85.0,0,Senior Home Buyers
8,1,32,1410.88,422684.36,0,1,1,6,19,0,4.0,0,0,1980.0,46.0,1,High-Value Investors
8,0,36,673.86,220642.17,0,1,0,9,8,1,3.0,0,2,1949.0,77.0,0,Senior Home Buyers
8,1,43,1490.59,503414.2,0,1,1,9,37,1,1.0,0,0,1995.0,31.0,1,High-Value Investors
8,0,48,480.99,153410.17,0,1,0,9,8,1,1.0,1,0,1965.0,61.0,0,Senior Home Buyers
8,0,50,913.15,251686.03,0,1,0,9,1,0,2.0,1,2,1977.0,49.0,3,Young Buyers
8,0,50,913.15,270241.73,0,0,1,9,8,0,2.0,1,0,1985.0,41.0,2,Corporate Buyers
8,0,53,1891.72,533253.25,0,1,1,4,6,1,4.0,1,0,1950.0,76.0,1,High-Value Investors
9,0,12,952.38,291557.41,0,1,0,9,8,0,5.0,1,2,1951.0,75.0,0,Senior Home Buyers
9,0,16,924.6,248353.36,0,1,0,0,49,0,1.0,0,2,1941.0,85.0,0,Senior Home Buyers
9,0,22,1115.88,358332.02,0,1,1,9,11,0,3.0,1,0,1942.0,84.0,0,Senior Home Buyers
9,0,24,914.61,294158.67,0,1,1,9,8,0,3.0,1,2,1957.0,69.0,0,Senior Home Buyers
9,1,29,1426.22,457069.23,0,1,1,9,14,0,3.0,0,0,1997.0,29.0,3,Young Buyers
9,1,33,973.52,258281.48,0,1,1,9,25,1,5.0,0,0,1991.0,35.0,3,Young Buyers
9,0,35,1376.88,444270.56,0,1,1,9,48,1,3.0,0,2,1960.0,66.0,1,High-Value Investors
9,1,36,1582.79,507510.6,0,1,0,8,12,0,3.0,1,0,1954.0,72.0,1,High-Value Investors
9,0,46,662.32,187337.33,0,1,0,9,8,0,1.0,0,0,1950.0,76.0,0,Senior Home Buyers
9,0,48,1264.94,408862.02,0,1,0,9,8,0,5.0,0,2,1967.0,59.0,1,High-Value Investors
9,0,50,1938.15,599421.75,0,1,1,9,27,0,4.0,1,2,1960.0,66.0,1,High-Value Investors
9,0,51,1816.78,484595.35,0,1,0,9,25,1,2.0,0,0,1984.0,42.0,1,High-Value Investors
9,1,56,1516.4,484801.23,0,1,0,9,53,0,4.0,0,2,1970.0,56.0,1,High-Value Investors
10,0,4,1765.37,449252.81,0,1,1,9,53,0,4.0,1,0,1992.0,34.0,1,High-Value Investors
10,0,5,1741.96,405297.57,0,1,1,7,21,0,1.0,0,2,1963.0,63.0,1,High-Value Investors
10,0,10,1196.84,378213.4,0,1,1,9,8,0,2.0,0,0,1991.0,35.0,3,Young Buyers
10,0,16,1169.15,355085.18,0,1,1,9,8,1,4.0,0,0,1940.0,86.0,0,Senior Home Buyers
10,0,19,948.04,274317.28,0,1,1,2,5,0,1.0,0,2,1996.0,30.0,3,Young Buyers
10,1,34,1435.44,415938.84,0,1,1,9,11,0,5.0,0,2,1958.0,68.0,1,High-Value Investors
10,0,36,1920.65,540074.5,0,1,1,9,11,0,2.0,0,2,1963.0,63.0,1,High-Value Investors
10,0,36,1920.65,592203.73,0,1,0,9,8,1,3.0,0,2,1944.0,82.0,1,High-Value Investors
10,0,37,1177.85,399238.3,0,1,1,9,8,0,5.0,0,0,1963.0,63.0,1,High-Value Investors
10,0,42,1757.51,528144.96,0,1,0,9,27,0,2.0,1,2,1942.0,84.0,1,High-Value Investors
10,0,47,1047.27,372974.76,0,1,0,2,22,1,2.0,1,2,1998.0,28.0,3,Young Buyers
10,0,49,656.17,212548.64,0,1,1,9,11,1,1.0,0,0,1959.0,67.0,0,Senior Home Buyers
10,0,50,1138.32,345524.63,0,1,0,9,8,0,3.0,0,0,1963.0,63.0,0,Senior Home Buyers
10,0,50,1138.32,347148.29,0,1,0,9,37,1,2.0,0,2,1957.0,69.0,0,Senior Home Buyers
11,0,5,1723.2,453922.16,0,1,1,8,12,0,3.0,0,2,1996.0,30.0,1,High-Value Investors
11,1,8,1001.41,318935.71,0,1,1,9,8,1,1.0,0,2,1959.0,67.0,0,Senior Home Buyers
11,1,12,1754.75,543741.11,0,1,1,1,13,0,3.0,0,2,1971.0,55.0,1,High-Value Investors
11,1,13,474.93,140439.73,0,1,0,9,8,1,4.0,0,1,1974.0,52.0,3,Young Buyers
11,0,13,474.93,152103.81,0,1,1,1,52,1,3.0,0,0,1970.0,56.0,3,Young Buyers
11,0,13,474.93,148565.18,0,1,0,9,8,0,5.0,0,2,1999.0,27.0,3,Young Buyers
11,0,14,524.68,143800.0,0,1,1,9,37,1,4.0,0,0,1957.0,69.0,0,Senior Home Buyers
11,0,18,1562.55,472802.29,0,1,0,9,50,0,4.0,1,0,1982.0,44.0,1,High-Value Investors
11,0,22,1755.05,561305.34,0,1,1,9,8,1,1.0,1,2,1949.0,77.0,1,High-Value Investors
11,0,28,868.85,269172.9,0,1,0,9,1,0,3.0,0,2,1931.0,95.0,0,Senior Home Buyers
11,0,29,993.51,295715.19,0,1,0,9,15,0,1.0,1,0,1996.0,30.0,3,Young Buyers
11,0,34,680.07,181508.78,0,1,1,9,48,0,4.0,0,2,1997.0,29.0,3,Young Buyers
11,0,38,788.47,229444.3,0,0,1,8,43,1,2.0,1,2,1969.0,57.0,2,Corporate Buyers
11,0,38,788.47,245418.89,0,1,0,9,8,1,4.0,1,0,1975.0,51.0,3,Young Buyers
11,0,44,434.38,125951.48,0,1,0,9,53,0,3.0,0,2,1982.0,44.0,3,Young Buyers
11,0,44,434.38,135401.82,0,1,0,9,8,1,1.0,1,2,1979.0,47.0,3,Young Buyers
11,0,46,1798.85,615554.68,0,1,1,9,37,1,4.0,0,0,1994.0,32.0,1,High-Value Investors
11,0,52,1397.58,463091.82,0,1,1,9,8,1,4.0,0,2,1968.0,58.0,1,High-Value Investors
11,0,52,1397.58,393927.21,0,1,0,9,47,0,4.0,0,0,1978.0,48.0,1,High-Value Investors
11,0,54,802.65,232185.85,0,1,1,9,15,0,1.0,1,2,1973.0,53.0,3,Young Buyers
11,0,54,802.65,232180.63,0,1,1,8,31,0,1.0,0,2,1954.0,72.0,0,Senior Home Buyers
11,1,56,724.8,195094.85,0,1,1,9,47,0,3.0,0,0,1968.0,58.0,0,Senior Home Buyers
11,0,60,1295.04,356105.59,0,1,0,9,8,0,3.0,0,2,1992.0,34.0,3,Young Buyers
12,1,2,1285.87,431041.65,0,1,1,9,8,0,4.0,0,2,1944.0,82.0,0,Senior Home Buyers
12,0,5,495.04,137406.32,0,0,1,7,32,0,4.0,1,0,1974.0,52.0,2,Corporate Buyers
12,0,6,1347.8,387519.48,0,1,0,9,53,0,3.0,0,1,1993.0,33.0,3,Young Buyers
12,0,8,1803.36,504493.45,0,1,0,4,6,1,1.0,1,2,1947.0,79.0,1,High-Value Investors
12,0,13,1394.03,375764.01,0,1,0,9,53,0,5.0,0,2,1948.0,78.0,0,Senior Home Buyers
12,0,20,1802.21,541188.53,0,1,1,9,8,0,5.0,0,2,1999.0,27.0,1,High-Value Investors
12,0,23,1094.46,368892.07,0,1,0,9,8,0,5.0,0,2,1966.0,60.0,0,Senior Home Buyers
12,1,23,1094.46,411845.93,0,0,0,9,8,1,5.0,1,2,1967.0,59.0,2,Corporate Buyers
12,0,24,1306.75,377248.32,0,1,1,9,53,1,5.0,1,0,1995.0,31.0,3,Young Buyers
12,1,24,1306.75,456133.0,0,1,1,9,53,0,3.0,1,2,1992.0,34.0,3,Young Buyers
12,0,27,871.52,279936.12,0,1,1,2,40,0,2.0,0,2,1962.0,64.0,0,Senior Home Buyers
12,1,27,871.52,288985.79,0,1,1,8,43,0,3.0,0,0,1994.0,32.0,3,Young Buyers
12,0,30,622.2,207963.57,0,1,1,9,1,0,5.0,1,2,1969.0,57.0,0,Senior Home Buyers
12,0,38,1157.23,365670.99,0,1,1,9,8,0,2.0,1,0,1958.0,68.0,0,Senior Home Buyers
13,0,3,979.64,327860.05,0,1,0,9,53,0,2.0,1,2,1960.0,66.0,0,Senior Home Buyers
13,0,3,979.64,310095.22,0,1,1,9,47,0,2.0,1,2,1949.0,77.0,0,Senior Home Buyers
13,0,3,979.64,310865.62,0,0,1,9,25,1,5.0,0,2,1967.0,59.0,2,Corporate Buyers
13,0,11,1678.3,523652.47,0,1,0,9,47,1,2.0,0,1,1974.0,52.0,1,High-Value Investors
13,0,16,1772.88,528190.8,0,1,1,9,8,0,5.0,0,0,2000.0,26.0,1,High-Value Investors
13,0,16,1772.88,457508.86,0,1,1,8,31,1,3.0,0,2,1953.0,73.0,1,High-Value Investors
13,0,22,1811.36,605522.07,0,1,0,9,25,0,3.0,0,2,1982.0,44.0,1,High-Value Investors
13,0,24,1044.69,357429.62,0,1,0,9,11,1,4.0,0,2,1977.0,49.0,3,Young Buyers
13,0,27,885.68,229554.32,0,1,1,2,36,0,4.0,0,1,1954.0,72.0,0,Senior Home Buyers
13,0,28,1173.72,384319.84,0,1,0,9,8,1,1.0,1,2,1951.0,75.0,0,Senior Home Buyers
13,0,29,568.7,160520.27,0,1,0,9,11,0,3.0,0,1,1971.0,55.0,0,Senior Home Buyers
13,0,30,1777.51,485888.28,0,1,0,9,47,0,4.0,0,1,1946.0,80.0,1,High-Value Investors
13,0,30,1777.51,589380.74,0,1,0,9,8,0,4.0,1,0,1992.0,34.0,1,High-Value Investors
13,1,31,627.57,179443.23,0,1,1,8,12,1,4.0,1,2,1999.0,27.0,3,Young Buyers
13,0,32,1114.07,355169.5,0,1,0,9,8,1,5.0,0,2,1997.0,29.0,3,Young Buyers
13,0,33,1445.84,385937.66,0,1,0,9,8,0,2.0,0,0,1955.0,71.0,1,High-Value Investors
13,1,35,1867.34,654120.74,0,1,0,9,27,0,3.0,0,2,1954.0,72.0,1,High-Value Investors
13,0,37,1555.67,444069.92,0,1,0,9,15,1,2.0,0,2,1944.0,82.0,1,High-Value Investors
13,0,38,656.42,193572.19,0,1,0,9,8,1,1.0,1,0,1960.0,66.0,0,Senior Home Buyers
13,0,39,1054.77,334166.59,0,1,1,9,8,0,5.0,0,1,1970.0,56.0,0,Senior Home Buyers
13,0,43,1875.83,568196.47,0,1,0,9,8,0,2.0,1,0,1952.0,74.0,1,High-Value Investors
13,0,48,1728.84,525419.08,0,1,0,9,8,1,4.0,1,2,1968.0,58.0,1,High-Value Investors
13,0,48,1728.84,541585.04,0,1,1,9,53,0,1.0,0,2,1955.0,71.0,1,High-Value Investors
13,0,60,1401.81,370900.47,0,1,0,1,7,0,2.0,0,2,1975.0,51.0,1,High-Value Investors
13,0,65,612.66,186656.42,0,0,0,9,25,0,1.0,0,0,1967.0,59.0,2,Corporate Buyers
13,0,66,1283.8,388928.18,0,1,0,9,8,1,2.0,0,0,1947.0,79.0,0,Senior Home Buyers
14,0,6,1733.36,477046.12,0,1,0,9,14,0,3.0,1,1,1954.0,72.0,1,High-Value Investors
14,0,8,618.89,190875.59,0,1,1,9,50,0,2.0,0,2,1961.0,65.0,0,Senior Home Buyers
14,0,12,459.44,158892.76,0,1,0,9,1,0,5.0,0,2,1987.0,39.0,3,Young Buyers
14,0,12,459.44,145907.47,0,1,1,9,48,0,4.0,0,2,1952.0,74.0,0,Senior Home Buyers
14,0,13,442.74,160735.05,0,1,1,9,37,1,1.0,0,0,1995.0,31.0,3,Young Buyers
14,0,14,1628.68,518963.51,0,1,0,9,8,0,2.0,0,2,1971.0,55.0,1,High-Value Investors
14,0,21,1560.87,504051.85,0,1,1,4,18,0,5.0,0,1,1989.0,37.0,1,High-Value Investors
14,1,23,1610.37,590849.87,0,1,0,2,5,0,5.0,0,2,1981.0,45.0,1,High-Value Investors
14,0,23,1610.37,501053.0,0,1,0,4,34,0,5.0,1,2,1965.0,61.0,1,High-Value Investors
14,0,35,1152.84,399680.68,0,1,0,9,47,0,3.0,1,2,1998.0,28.0,3,Young Buyers
14,0,38,1170.11,390224.3,0,1,1,9,8,0,4.0,0,0,1999.0,27.0,3,Young Buyers
14,0,41,543.61,172783.03,0,1,0,9,25,0,5.0,0,1,1943.0,83.0,0,Senior Home Buyers
14,1,45,1388.61,480678.5,0,1,0,9,48,0,2.0,1,0,1988.0,38.0,1,High-Value Investors
14,0,45,1388.61,386196.25,0,1,1,9,25,1,1.0,0,1,1948.0,78.0,0,Senior Home Buyers
14,1,45,1388.61,343689.96,0,1,1,8,43,0,1.0,1,0,1963.0,63.0,1,High-Value Investors
14,1,45,1388.61,458341.23,0,1,1,6,39,0,1.0,1,2,1997.0,29.0,3,Young Buyers
14,1,46,1258.99,324485.55,0,1,1,9,8,1,5.0,1,2,1940.0,86.0,0,Senior Home Buyers
14,0,51,1346.3,387224.12,0,1,1,9,14,0,3.0,0,0,1997.0,29.0,3,Young Buyers
14,0,52,571.74,154650.62,0,1,0,9,25,0,1.0,1,2,1991.0,35.0,3,Young Buyers
14,0,55,1415.9,412499.97,0,1,0,9,8,1,5.0,1,0,1933.0,93.0,0,Senior Home Buyers
15,0,1,1596.51,523585.37,0,1,0,9,8,1,4.0,0,2,1971.0,55.0,1,High-Value Investors
15,0,2,1522.89,455019.48,0,1,0,8,12,0,4.0,0,2,1943.0,83.0,1,High-Value Investors
15,0,2,1522.89,448686.87,0,1,0,9,11,0,2.0,1,0,1948.0,78.0,1,High-Value Investors
15,0,5,769.6,169312.0,0,1,1,9,8,0,3.0,1,2,1998.0,28.0,3,Young Buyers
15,0,6,938.57,278827.02,0,1,1,9,27,1,1.0,0,2,1977.0,49.0,3,Young Buyers
15,0,12,992.68,321109.42,0,1,1,9,8,1,4.0,1,0,1998.0,28.0,3,Young Buyers
15,1,15,522.71,198889.9,0,1,1,9,8,0,3.0,0,2,1954.0,72.0,0,Senior Home Buyers
15,0,15,522.71,177455.16,0,1,0,9,8,0,4.0,1,2,1993.0,33.0,3,Young Buyers
15,0,22,1317.29,397474.25,0,1,0,9,1,0,4.0,0,2,1995.0,31.0,3,Young Buyers
15,1,31,1901.65,518564.66,0,1,0,9,8,0,3.0,1,2,1973.0,53.0,1,High-Value Investors
15,0,35,745.49,241648.03,0,1,1,8,12,0,1.0,0,2,1989.0,37.0,3,Young Buyers
15,0,36,1424.81,469262.61,0,1,0,9,27,0,3.0,0,2,1977.0,49.0,1,High-Value Investors
15,0,38,585.57,173559.11,0,1,1,9,53,0,4.0,1,0,1992.0,34.0,3,Young Buyers
15,1,46,1672.19,580909.55,0,1,0,9,48,1,1.0,0,1,1966.0,60.0,1,High-Value Investors
15,0,48,1403.33,467931.57,0,1,1,9,50,0,3.0,0,2,1984.0,42.0,1,High-Value Investors
15,1,50,1841.5,622128.29,0,1,0,9,25,0,5.0,0,0,1976.0,50.0,1,High-Value Investors
15,1,50,1841.5,487888.3,0,1,1,9,47,1,3.0,0,2,1989.0,37.0,1,High-Value Investors
15,0,53,696.04,214855.74,0,1,0,9,11,0,3.0,0,0,1941.0,85.0,0,Senior Home Buyers
15,0,53,696.04,190081.1,0,1,1,9,1,0,4.0,0,0,1954.0,72.0,0,Senior Home Buyers
15,0,53,696.04,225592.91,0,1,0,9,8,0,2.0,0,2,1964.0,62.0,0,Senior Home Buyers
15,0,55,892.75,199337.08,0,1,0,9,25,1,4.0,1,0,1950.0,76.0,0,Senior Home Buyers
15,0,55,892.75,258561.18,0,1,1,6,33,0,4.0,0,1,1961.0,65.0,0,Senior Home Buyers
15,0,58,1750.89,489550.72,0,1,0,9,11,0,2.0,1,0,1955.0,71.0,1,High-Value Investors
16,0,6,1062.34,337474.44,0,1,1,9,8,1,5.0,1,2,1983.0,43.0,3,Young Buyers
16,0,8,986.18,298117.48,0,1,1,9,53,1,4.0,1,0,1998.0,28.0,3,Young Buyers
16,0,8,986.18,339537.58,0,1,1,9,8,0,4.0,0,2,1973.0,53.0,3,Young Buyers
16,0,9,1524.04,465908.64,0,1,0,9,8,0,4.0,1,2,1963.0,63.0,1,High-Value Investors
16,0,9,1524.04,413001.32,0,0,0,9,25,0,2.0,1,0,1984.0,42.0,2,Corporate Buyers
16,0,10,1608.56,462942.84,0,1,0,9,8,1,3.0,0,2,1944.0,82.0,1,High-Value Investors
16,0,19,1163.06,386163.72,0,1,1,2,0,1,3.0,1,2,1976.0,50.0,3,Young Buyers
16,1,29,489.49,142151.84,0,1,1,8,51,0,1.0,1,2,1980.0,46.0,3,Young Buyers
16,1,31,1336.97,431255.44,0,1,1,2,22,0,3.0,0,2,1940.0,86.0,0,Senior Home Buyers
16,0,37,922.03,240529.29,0,1,1,3,45,1,5.0,1,2,1992.0,34.0,3,Young Buyers
16,0,38,431.83,125388.18,0,1,0,9,1,0,1.0,1,2,1983.0,43.0,3,Young Buyers
16,0,41,1001.72,309531.73,0,0,1,9,8,0,5.0,0,0,1962.0,64.0,2,Corporate Buyers
17,0,1,530.28,161563.67,0,1,0,9,27,0,3.0,0,0,1997.0,29.0,3,Young Buyers
17,0,9,1505.53,455786.14,0,1,1,9,35,0,4.0,1,1,1944.0,82.0,1,High-Value Investors
17,1,9,1505.53,427718.82,0,1,0,1,52,0,1.0,0,0,1998.0,28.0,3,Young Buyers
17,0,9,1505.53,396440.12,0,1,0,9,8,1,5.0,0,2,1957.0,69.0,1,High-Value Investors
17,0,10,1059.07,320628.77,0,1,1,9,8,0,3.0,0,2,1969.0,57.0,0,Senior Home Buyers
17,0,11,596.22,178359.16,0,1,1,9,8,0,1.0,0,0,1990.0,36.0,3,Young Buyers
17,0,13,916.9,272766.51,0,1,1,7,21,1,3.0,0,0,1955.0,71.0,0,Senior Home Buyers
17,0,14,1646.02,568314.74,0,1,1,9,25,0,5.0,0,2,1993.0,33.0,1,High-Value Investors
17,0,17,1827.25,515350.54,0,1,1,9,25,0,2.0,0,0,1965.0,61.0,1,High-Value Investors
17,0,22,1221.66,304607.07,0,1,0,9,25,0,1.0,1,2,1953.0,73.0,0,Senior Home Buyers
17,0,23,1025.52,332480.57,0,1,1,9,8,0,4.0,1,2,1943.0,83.0,0,Senior Home Buyers
17,0,27,677.24,207636.64,0,1,1,9,8,1,5.0,0,1,1974.0,52.0,3,Young Buyers
17,0,35,1667.01,479795.84,0,1,0,9,8,1,2.0,1,0,1967.0,59.0,1,High-Value Investors
17,0,37,644.06,204381.46,0,1,0,5,16,1,4.0,0,2,1999.0,27.0,3,Young Buyers
17,1,39,1341.67,427064.4,0,1,0,9,27,0,4.0,1,2,1969.0,57.0,1,High-Value Investors
17,0,40,1583.13,555106.11,0,1,1,9,11,1,3.0,1,0,1940.0,86.0,1,High-Value Investors
17,0,48,1833.96,622276.58,0,1,1,9,8,0,4.0,0,2,1944.0,82.0,1,High-Value Investors
18,1,2,650.96,196014.35,0,1,0,9,8,0,2.0,0,2,1970.0,56.0,0,Senior Home Buyers
18,0,3,524.48,142513.06,0,1,0,9,53,0,5.0,0,2,1948.0,78.0,0,Senior Home Buyers
18,0,15,1728.6,556047.5,0,0,1,9,25,1,4.0,0,2,1976.0,50.0,2,Corporate Buyers
18,0,16,1360.96,421724.13,0,1,1,9,8,0,3.0,1,0,1971.0,55.0,1,High-Value Investors
18,0,17,1195.81,365604.56,0,1,1,9,8,0,4.0,0,2,1984.0,42.0,3,Young Buyers
18,0,23,1659.02,435031.56,0,1,0,9,27,0,4.0,1,0,1981.0,45.0,1,High-Value Investors
18,1,26,1147.71,345920.26,0,1,1,9,8,0,2.0,1,2,1947.0,79.0,0,Senior Home Buyers
18,0,28,514.67,162825.0,0,1,1,9,48,1,2.0,0,0,1965.0,61.0,0,Senior Home Buyers
18,0,30,1795.66,550595.85,0,1,1,9,25,0,3.0,1,2,1940.0,86.0,1,High-Value Investors
18,0,30,1795.66,514747.26,0,1,0,9,8,0,4.0,0,2,1959.0,67.0,1,High-Value Investors
18,0,30,1795.66,601666.05,0,1,1,9,8,0,2.0,1,0,1958.0,68.0,1,High-Value Investors
18,0,32,1512.9,366328.69,0,1,0,9,25,0,1.0,1,2,1990.0,36.0,3,Young Buyers
18,0,36,1089.77,296702.8,0,1,0,9,48,0,1.0,1,0,1953.0,73.0,0,Senior Home Buyers
18,0,36,1089.77,311067.21,0,1,0,9,27,0,4.0,1,0,1994.0,32.0,3,Young Buyers
18,0,40,990.46,295510.6,0,1,0,9,8,1,4.0,0,2,1993.0,33.0,3,Young Buyers
18,0,40,990.46,297021.88,0,1,1,9,53,0,1.0,0,2,1991.0,35.0,3,Young Buyers
18,1,45,1627.52,590130.14,0,1,1,9,8,0,5.0,0,2,1980.0,46.0,1,High-Value Investors
18,0,45,1627.52,444502.63,0,1,1,8,12,0,2.0,0,2,1952.0,74.0,1,High-Value Investors
18,0,48,564.59,162372.88,0,1,1,9,15,0,5.0,1,0,1981.0,45.0,3,Young Buyers
18,1,52,1424.54,494843.93,0,1,1,9,8,0,5.0,1,1,1947.0,79.0,1,High-Value Investors
18,0,53,1806.7,595879.26,0,1,1,9,1,1,4.0,1,0,1960.0,66.0,1,High-Value Investors
18,0,53,1806.7,577922.22,0,1,0,9,8,0,4.0,1,2,1953.0,73.0,1,High-Value Investors
18,0,57,636.39,201438.23,0,1,1,9,27,0,1.0,1,2,1979.0,47.0,3,Young Buyers
18,0,64,893.66,248257.94,0,0,0,9,8,0,2.0,0,0,1963.0,63.0,2,Corporate Buyers
19,0,11,1869.93,557814.29,0,1,0,9,14,0,5.0,1,2,1964.0,62.0,1,High-Value Investors
19,0,13,766.61,208167.63,0,1,1,9,8,0,5.0,0,1,1970.0,56.0,0,Senior Home Buyers
